Object No;Longitude;Latitude
14021;106.867451;-6.188737
14022;106.87126;-6.167048
14023;106.867455;-6.188777
14024;106.871351;-6.167004
14025;106.871364;-6.166953
14026;106.871409;-6.166892
14027;106.867326;-6.188675
14028;106.871435;-6.166981
14029;106.867313;-6.188579
14030;106.871356;-6.16711
14031;106.867352;-6.188567
14032;106.871464;-6.167029
14033;106.867396;-6.188561
14034;106.86736;-6.188495
14035;106.871512;-6.16705
14036;106.867492;-6.188981
14037;106.86755;-6.188825
14038;106.867588;-6.188951
14039;106.867631;-6.188946
14040;106.867722;-6.188926
14041;106.867612;-6.188839
14042;106.867602;-6.188746
14043;106.867606;-6.188686
14044;106.867722;-6.188749
14045;106.867608;-6.18865
14046;106.86756;-6.188645
14047;106.867645;-6.188654
14048;106.867643;-6.188586
14049;106.870814;-6.167086
14050;106.870896;-6.167062
14051;106.867585;-6.18851
14052;106.870958;-6.167086
14053;106.867806;-6.187141
14054;106.870832;-6.166961
14055;106.870971;-6.16705
14056;106.870997;-6.167189
14057;106.871038;-6.16721
14058;106.871122;-6.16717
14059;106.871128;-6.167113
14060;106.871068;-6.167089
14061;106.870986;-6.167006
14062;106.871075;-6.166968
14063;106.871037;-6.166948
14064;106.870996;-6.166924
14065;106.871054;-6.166852
14066;106.871002;-6.166816
14067;106.870943;-6.166786
14068;106.871032;-6.166749
14069;106.871087;-6.166777
14070;106.871094;-6.166819
14071;106.871124;-6.166794
14072;106.871142;-6.166737
14073;106.871162;-6.166648
14074;106.871221;-6.166818
14075;106.871197;-6.166851
14076;106.871162;-6.166913
14077;106.871135;-6.166965
14078;106.871225;-6.167016
14079;106.871553;-6.167177
14080;106.871601;-6.167075
14081;106.871685;-6.167125
14082;106.871772;-6.16717
14083;106.871713;-6.16719
14084;106.871682;-6.167245
14085;106.871737;-6.167268
14086;106.87185;-6.16728
14087;106.871874;-6.16724
14088;106.871881;-6.16721
14089;106.871877;-6.167145
14090;106.871907;-6.167168
14091;106.872058;-6.167005
14092;106.872027;-6.167054
14093;106.872;-6.167088
14094;106.871981;-6.167108
14095;106.872021;-6.167188
14096;106.871956;-6.16726
14097;106.87193;-6.167302
14098;106.871942;-6.167345
14099;106.872011;-6.167257
14100;106.872042;-6.167228
14101;106.872092;-6.167284
14102;106.872139;-6.167188
14103;106.872158;-6.16725
14104;106.872253;-6.167217
14105;106.872299;-6.167206
14106;106.872353;-6.167182
14107;106.872441;-6.167142
14108;106.872504;-6.167106
14109;106.872571;-6.167085
14110;106.872611;-6.167066
14111;106.87266;-6.167038
14112;106.872228;-6.167153
14113;106.87216;-6.167002
14114;106.872247;-6.167017
14115;106.87228;-6.166941
14116;106.872318;-6.166961
14117;106.872338;-6.167061
14118;106.872417;-6.167034
14119;106.872389;-6.167103
14120;106.872335;-6.167121
14121;106.872421;-6.167092
14122;106.872442;-6.167013
14123;106.872488;-6.167
14124;106.872539;-6.166986
14125;106.872495;-6.166885
14126;106.872609;-6.166892
14127;106.872595;-6.166852
14128;106.872701;-6.166906
14129;106.872543;-6.166814
14130;106.87259;-6.166769
14131;106.872601;-6.166709
14132;106.872567;-6.166737
14133;106.87248;-6.166809
14134;106.872397;-6.166834
14135;106.872308;-6.166848
14136;106.872271;-6.166826
14137;106.872298;-6.166782
14138;106.872219;-6.166736
14139;106.872251;-6.166689
14140;106.872274;-6.166662
14141;106.872363;-6.166617
14142;106.872409;-6.16653
14143;106.872353;-6.166712
14144;106.87244;-6.166597
14145;106.872326;-6.166737
14146;106.860311;-6.166666
14147;106.860332;-6.166788
14148;106.86041;-6.166724
14149;106.860367;-6.166809
14150;106.867821;-6.18719
14151;106.860509;-6.16676
14152;106.867797;-6.187183
14153;106.867788;-6.18723
14154;106.867781;-6.187293
14155;106.860567;-6.166785
14156;106.867774;-6.187353
14157;106.860586;-6.166932
14158;106.860524;-6.1669
14159;106.860641;-6.16696
14160;106.860619;-6.166749
14161;106.867825;-6.187394
14162;106.860709;-6.166586
14163;106.860763;-6.166614
14164;106.867867;-6.187309
14165;106.860818;-6.166645
14166;106.867885;-6.187253
14167;106.860607;-6.166529
14168;106.867927;-6.187257
14169;106.86052;-6.166484
14170;106.867771;-6.18743
14171;106.860799;-6.16686
14172;106.860932;-6.166828
14173;106.860886;-6.166912
14174;106.860866;-6.166965
14175;106.860823;-6.167068
14176;106.860984;-6.166921
14177;106.86777;-6.187497
14178;106.867759;-6.187633
14179;106.861079;-6.166974
14180;106.861157;-6.167012
14181;106.867749;-6.187686
14182;106.861251;-6.167069
14183;106.867739;-6.187729
14184;106.867801;-6.187799
14185;106.867872;-6.187838
14186;106.867876;-6.187794
14187;106.861329;-6.167121
14188;106.867906;-6.187703
14189;106.867932;-6.187846
14190;106.861227;-6.167297
14191;106.861281;-6.167332
14192;106.86138;-6.16725
14193;106.867983;-6.18785
14194;106.861411;-6.167206
14195;106.867997;-6.187763
14196;106.8615;-6.167261
14197;106.861435;-6.167128
14198;106.867999;-6.187675
14199;106.868037;-6.187889
14200;106.868101;-6.187785
14201;106.867998;-6.187715
14202;106.868065;-6.187617
14203;106.867919;-6.187401
14204;106.867951;-6.187326
14205;106.867982;-6.187342
14206;106.868016;-6.187357
14207;106.86807;-6.187558
14208;106.867979;-6.187263
14209;106.867952;-6.187131
14210;106.867979;-6.187201
14211;106.867998;-6.187145
14212;106.868033;-6.187159
14213;106.868079;-6.187271
14214;106.86817;-6.187283
14215;106.868225;-6.187287
14216;106.868198;-6.187437
14217;106.868319;-6.187447
14218;106.868396;-6.187451
14219;106.868262;-6.187577
14220;106.868107;-6.18767
14221;106.868152;-6.18767
14222;106.868189;-6.187677
14223;106.868248;-6.187691
14224;106.8683;-6.187675
14225;106.868288;-6.18771
14226;106.868104;-6.187723
14227;106.868095;-6.187891
14228;106.868136;-6.187901
14229;106.868253;-6.187854
14230;106.868231;-6.187793
14231;106.868227;-6.187733
14232;106.868261;-6.187795
14233;106.868235;-6.187926
14234;106.861374;-6.167066
14235;106.861479;-6.167154
14236;106.861527;-6.167009
14237;106.860504;-6.166312
14238;106.860598;-6.166265
14239;106.860622;-6.16623
14240;106.860669;-6.166266
14241;106.860712;-6.166282
14242;106.860677;-6.16633
14243;106.860657;-6.166373
14244;106.860741;-6.166432
14245;106.860784;-6.166364
14246;106.860796;-6.166176
14247;106.860893;-6.166414
14248;106.860791;-6.16655
14249;106.860825;-6.166562
14250;106.860924;-6.166544
14251;106.860964;-6.166456
14252;106.860956;-6.166624
14253;106.861058;-6.166604
14254;106.861101;-6.166524
14255;106.861066;-6.16633
14256;106.861006;-6.166304
14257;106.861171;-6.166556
14258;106.861208;-6.166368
14259;106.861217;-6.166573
14260;106.861264;-6.16659
14261;106.861361;-6.166653
14262;106.86147;-6.166656
14263;106.861443;-6.166706
14264;106.861348;-6.166824
14265;106.861389;-6.166848
14266;106.861513;-6.166808
14267;106.86155;-6.166752
14268;106.861596;-6.16678
14269;106.861636;-6.166804
14270;106.8616;-6.166886
14271;106.861577;-6.166937
14272;106.861731;-6.16686
14273;106.861714;-6.166657
14274;106.861046;-6.164905
14275;106.860981;-6.164901
14276;106.860975;-6.164984
14277;106.860992;-6.164813
14278;106.861068;-6.164762
14279;106.861077;-6.164694
14280;106.861108;-6.164647
14281;106.861082;-6.164628
14282;106.861053;-6.164609
14283;106.86111;-6.16452
14284;106.861138;-6.164536
14285;106.861168;-6.164554
14286;106.861195;-6.164502
14287;106.861216;-6.164462
14288;106.861243;-6.164414
14289;106.861222;-6.164348
14290;106.861145;-6.16431
14291;106.861165;-6.164813
14292;106.861128;-6.164776
14293;106.861176;-6.164781
14294;106.861189;-6.16473
14295;106.861207;-6.164664
14296;106.861198;-6.164698
14297;106.861264;-6.164714
14298;106.861352;-6.164729
14299;106.861381;-6.164672
14300;106.861397;-6.164637
14301;106.861437;-6.164588
14302;106.86137;-6.164542
14303;106.861293;-6.164508
14304;106.861305;-6.164331
14305;106.861327;-6.164302
14306;106.861367;-6.164699
14307;106.861407;-6.164721
14308;106.861415;-6.164777
14309;106.86138;-6.16488
14310;106.861478;-6.164906
14311;106.861419;-6.164966
14312;106.86146;-6.165102
14313;106.861543;-6.164937
14314;106.861558;-6.164946
14315;106.861619;-6.164844
14316;106.861641;-6.164793
14317;106.861629;-6.16471
14318;106.861523;-6.164746
14319;106.861461;-6.164707
14320;106.8615;-6.164632
14321;106.86164;-6.164544
14322;106.867938;-6.187989
14323;106.861707;-6.164584
14324;106.867926;-6.188022
14325;106.861712;-6.164746
14326;106.867973;-6.188105
14327;106.860201;-6.165661
14328;106.86017;-6.165644
14329;106.860263;-6.165617
14330;106.860318;-6.165569
14331;106.860413;-6.165612
14332;106.867896;-6.18809
14333;106.860381;-6.165672
14334;106.860236;-6.165672
14335;106.867971;-6.188178
14336;106.860205;-6.165781
14337;106.867857;-6.188286
14338;106.860241;-6.165805
14339;106.867973;-6.188259
14340;106.860285;-6.16583
14341;106.860454;-6.165718
14342;106.867856;-6.188377
14343;106.867977;-6.18821
14344;106.860532;-6.165754
14345;106.860389;-6.165893
14346;106.867844;-6.188431
14347;106.860465;-6.165936
14348;106.867903;-6.188495
14349;106.860562;-6.165937
14350;106.867834;-6.188482
14351;106.860584;-6.165784
14352;106.860627;-6.1658
14353;106.8679;-6.188541
14354;106.860731;-6.165769
14355;106.867829;-6.188539
14356;106.860693;-6.165841
14357;106.867907;-6.188594
14358;106.860665;-6.165894
14359;106.860411;-6.165222
14360;106.867899;-6.188658
14361;106.867831;-6.188686
14362;106.860438;-6.165176
14363;106.867788;-6.188681
14364;106.860505;-6.165272
14365;106.867889;-6.188778
14366;106.86059;-6.165302
14367;106.860516;-6.16533
14368;106.867767;-6.188831
14369;106.860578;-6.165348
14370;106.867767;-6.188877
14371;106.860507;-6.165481
14372;106.860676;-6.165349
14373;106.867833;-6.188925
14374;106.860666;-6.165237
14375;106.867875;-6.188923
14376;106.860721;-6.165116
14377;106.867932;-6.18891
14378;106.86076;-6.165382
14379;106.868071;-6.188061
14380;106.860666;-6.165561
14381;106.86813;-6.187961
14382;106.860815;-6.165478
14383;106.868186;-6.187995
14384;106.860851;-6.16542
14385;106.868233;-6.188003
14386;106.868299;-6.188023
14387;106.860835;-6.16526
14388;106.868116;-6.188066
14389;106.860868;-6.165324
14390;106.868215;-6.188077
14391;106.868131;-6.188125
14392;106.860748;-6.165609
14393;106.86821;-6.188213
14394;106.860916;-6.165246
14395;106.868273;-6.188222
14396;106.86094;-6.165165
14397;106.868054;-6.188194
14398;106.86093;-6.165198
14399;106.86834;-6.188079
14400;106.860959;-6.165127
14401;106.868018;-6.188279
14402;106.860988;-6.165072
14403;106.868009;-6.188348
14404;106.86104;-6.165118
14405;106.868092;-6.188347
14406;106.861061;-6.165186
14407;106.868132;-6.188347
14408;106.861091;-6.165206
14409;106.868189;-6.188354
14410;106.859563;-6.16533
14411;106.868237;-6.188355
14412;106.859541;-6.165394
14413;106.859518;-6.165444
14414;106.868289;-6.188361
14415;106.859498;-6.165509
14416;106.868018;-6.188499
14417;106.859557;-6.165636
14418;106.859681;-6.165489
14419;106.859675;-6.165354
14420;106.868174;-6.188411
14421;106.859737;-6.165502
14422;106.868148;-6.188513
14423;106.859797;-6.165514
14424;106.868199;-6.188511
14425;106.859837;-6.165533
14426;106.859929;-6.165486
14427;106.859902;-6.165553
14428;106.859985;-6.165574
14429;106.86827;-6.188513
14430;106.868325;-6.188363
14431;106.859962;-6.165641
14432;106.859947;-6.165682
14433;106.868011;-6.188652
14434;106.859867;-6.165608
14435;106.859769;-6.16558
14436;106.859797;-6.165624
14437;106.868072;-6.188654
14438;106.859761;-6.165614
14439;106.868007;-6.188777
14440;106.859707;-6.165598
14441;106.868008;-6.188805
14442;106.859644;-6.165654
14443;106.859614;-6.165165
14444;106.859693;-6.16518
14445;106.868134;-6.188819
14446;106.859687;-6.165109
14447;106.868174;-6.188787
14448;106.859695;-6.165009
14449;106.859734;-6.165061
14450;106.86817;-6.188787
14451;106.859721;-6.16512
14452;106.868211;-6.188789
14453;106.859719;-6.165186
14454;106.868268;-6.188741
14455;106.859745;-6.165197
14456;106.868241;-6.188628
14457;106.868278;-6.188677
14458;106.868011;-6.18886
14459;106.868013;-6.188906
14460;106.868105;-6.188971
14461;106.868152;-6.188983
14462;106.868215;-6.188947
14463;106.868225;-6.188897
14464;106.868214;-6.188995
14465;106.868309;-6.188945
14466;106.868311;-6.188902
14467;106.868336;-6.188873
14468;106.868398;-6.188823
14469;106.868378;-6.188762
14470;106.868332;-6.188761
14471;106.868412;-6.188771
14472;106.868349;-6.188705
14473;106.868327;-6.188642
14474;106.86832;-6.188513
14475;106.868426;-6.188673
14476;106.868367;-6.18903
14477;106.868415;-6.189039
14478;106.868514;-6.188991
14479;106.85974;-6.165252
14480;106.868372;-6.188989
14481;106.859732;-6.165308
14482;106.868498;-6.189058
14483;106.868551;-6.189079
14484;106.86862;-6.189099
14485;106.868657;-6.18911
14486;106.868709;-6.18913
14487;106.859819;-6.165226
14488;106.868753;-6.189142
14489;106.868819;-6.189101
14490;106.868834;-6.18905
14491;106.8688;-6.189173
14492;106.868919;-6.189169
14493;106.868895;-6.189219
14494;106.859859;-6.165228
14495;106.85985;-6.165282
14496;106.859914;-6.165301
14497;106.85993;-6.165254
14498;106.859918;-6.165148
14499;106.859922;-6.165181
14500;106.86001;-6.165132
14501;106.868962;-6.189247
14502;106.859966;-6.165261
14503;106.869064;-6.189261
14504;106.860002;-6.165285
14505;106.869119;-6.189238
14506;106.869182;-6.189211
14507;106.869249;-6.189197
14508;106.869319;-6.189163
14509;106.859981;-6.165324
14510;106.869394;-6.189139
14511;106.859957;-6.165382
14512;106.869442;-6.189111
14513;106.859986;-6.165394
14514;106.869492;-6.18909
14515;106.860082;-6.165322
14516;106.869528;-6.189069
14517;106.86007;-6.165375
14518;106.86006;-6.165424
14519;106.860127;-6.16545
14520;106.860171;-6.16547
14521;106.860225;-6.165442
14522;106.860242;-6.165401
14523;106.860132;-6.165298
14524;106.860146;-6.165242
14525;106.860181;-6.165256
14526;106.860226;-6.165265
14527;106.869562;-6.189049
14528;106.860133;-6.16515
14529;106.869676;-6.188997
14530;106.860074;-6.165132
14531;106.86001;-6.165092
14532;106.869668;-6.188967
14533;106.869668;-6.188881
14534;106.86001;-6.165058
14535;106.869629;-6.18891
14536;106.85989;-6.165026
14537;106.860006;-6.164973
14538;106.868919;-6.188753
14539;106.860091;-6.16498
14540;106.869028;-6.188787
14541;106.860142;-6.16498
14542;106.869098;-6.18875
14543;106.860206;-6.164986
14544;106.860238;-6.165181
14545;106.868899;-6.188786
14546;106.860285;-6.165185
14547;106.868992;-6.188863
14548;106.860303;-6.165114
14549;106.869063;-6.188881
14550;106.860315;-6.164992
14551;106.869142;-6.188817
14552;106.869158;-6.188725
14553;106.860378;-6.165089
14554;106.869221;-6.188755
14555;106.860437;-6.16511
14556;106.869114;-6.188886
14557;106.869177;-6.18891
14558;106.86926;-6.188846
14559;106.860516;-6.164741
14560;106.869223;-6.188925
14561;106.860499;-6.164869
14562;106.869311;-6.18887
14563;106.86931;-6.188741
14564;106.860559;-6.164692
14565;106.869279;-6.188943
14566;106.860575;-6.164658
14567;106.860607;-6.164597
14568;106.86939;-6.188877
14569;106.860635;-6.164537
14570;106.869396;-6.188847
14571;106.860653;-6.164489
14572;106.869343;-6.188967
14573;106.860741;-6.164522
14574;106.869417;-6.188953
14575;106.860799;-6.164545
14576;106.869477;-6.188943
14577;106.860774;-6.164601
14578;106.86083;-6.16462
14579;106.869421;-6.188782
14580;106.860861;-6.164633
14581;106.8695;-6.188902
14582;106.860883;-6.164711
14583;106.868868;-6.188915
14584;106.860943;-6.164528
14585;106.868936;-6.188897
14586;106.860803;-6.164611
14587;106.868921;-6.188935
14588;106.860669;-6.164673
14589;106.860677;-6.16474
14590;106.869091;-6.18895
14591;106.860717;-6.164742
14592;106.860604;-6.164825
14593;106.860696;-6.164844
14594;106.868937;-6.189027
14595;106.868934;-6.189095
14596;106.868988;-6.189117
14597;106.869028;-6.189051
14598;106.869126;-6.189125
14599;106.860672;-6.164934
14600;106.860728;-6.164941
14601;106.869083;-6.189093
14602;106.860826;-6.164806
14603;106.86911;-6.189043
14604;106.8692;-6.189078
14605;106.869135;-6.188961
14606;106.860816;-6.16485
14607;106.860911;-6.164833
14608;106.860906;-6.164864
14609;106.860934;-6.164878
14610;106.860818;-6.164957
14611;106.869181;-6.189034
14612;106.860852;-6.16496
14613;106.86925;-6.189027
14614;106.860588;-6.164929
14615;106.860551;-6.164926
14616;106.869378;-6.189101
14617;106.860497;-6.164922
14618;106.869328;-6.189042
14619;106.869406;-6.188979
14620;106.860143;-6.164133
14621;106.869459;-6.188969
14622;106.860138;-6.164246
14623;106.860178;-6.164269
14624;106.868461;-6.188921
14625;106.868486;-6.188859
14626;106.860264;-6.164222
14627;106.868531;-6.188938
14628;106.860242;-6.164259
14629;106.860217;-6.1643
14630;106.868572;-6.189025
14631;106.868607;-6.188943
14632;106.860196;-6.164336
14633;106.860169;-6.16438
14634;106.860126;-6.164354
14635;106.860072;-6.164324
14636;106.868432;-6.188609
14637;106.860031;-6.164396
14638;106.868422;-6.188711
14639;106.868492;-6.18861
14640;106.860056;-6.164473
14641;106.868518;-6.188715
14642;106.860029;-6.164525
14643;106.860175;-6.164546
14644;106.868549;-6.188894
14645;106.868569;-6.18885
14646;106.859972;-6.164548
14647;106.868671;-6.188922
14648;106.860016;-6.164565
14649;106.868717;-6.188941
14650;106.860157;-6.164602
14651;106.868781;-6.18891
14652;106.860236;-6.164573
14653;106.860217;-6.164628
14654;106.868736;-6.188899
14655;106.86022;-6.164668
14656;106.860306;-6.16468
14657;106.868886;-6.188831
14658;106.868811;-6.188813
14659;106.860344;-6.164686
14660;106.860356;-6.164642
14661;106.868762;-6.188829
14662;106.868611;-6.188769
14663;106.860429;-6.164664
14664;106.868725;-6.188773
14665;106.860469;-6.16454
14666;106.860469;-6.164675
14667;106.860456;-6.16473
14668;106.860389;-6.16471
14669;106.868628;-6.188731
14670;106.86034;-6.164786
14671;106.868497;-6.188541
14672;106.868535;-6.18855
14673;106.868537;-6.188629
14674;106.860442;-6.164802
14675;106.860424;-6.164916
14676;106.868583;-6.188642
14677;106.860437;-6.164836
14678;106.868592;-6.188558
14679;106.868623;-6.188558
14680;106.868832;-6.188751
14681;106.868855;-6.188707
14682;106.868771;-6.188791
14683;106.868764;-6.188754
14684;106.860338;-6.164821
14685;106.868819;-6.188691
14686;106.868725;-6.188735
14687;106.868781;-6.188715
14688;106.860256;-6.164822
14689;106.86873;-6.188686
14690;106.860247;-6.164913
14691;106.868736;-6.188654
14692;106.86021;-6.164904
14693;106.868751;-6.188617
14694;106.868675;-6.188569
14695;106.860162;-6.164905
14696;106.86913;-6.187867
14697;106.86917;-6.187925
14698;106.860141;-6.164646
14699;106.869118;-6.18791
14700;106.86013;-6.164762
14701;106.869239;-6.188022
14702;106.860083;-6.164669
14703;106.860032;-6.164742
14704;106.86922;-6.18805
14705;106.859962;-6.164737
14706;106.860037;-6.164817
14707;106.869176;-6.188117
14708;106.860066;-6.164819
14709;106.869163;-6.188153
14710;106.869145;-6.188206
14711;106.869253;-6.188237
14712;106.869299;-6.188253
14713;106.859984;-6.164609
14714;106.859856;-6.164736
14715;106.869379;-6.188283
14716;106.869412;-6.188294
14717;106.869446;-6.18831
14718;106.869475;-6.188237
14719;106.859899;-6.164801
14720;106.869461;-6.188177
14721;106.859823;-6.164809
14722;106.869433;-6.188151
14723;106.859809;-6.164896
14724;106.859804;-6.164938
14725;106.869382;-6.188123
14726;106.859851;-6.164945
14727;106.85975;-6.164914
14728;106.85969;-6.164908
14729;106.860323;-6.164298
14730;106.868936;-6.188638
14731;106.860275;-6.164381
14732;106.869019;-6.188653
14733;106.860315;-6.164404
14734;106.868952;-6.188571
14735;106.860342;-6.16442
14736;106.860331;-6.164345
14737;106.869125;-6.188682
14738;106.860383;-6.16444
14739;106.869197;-6.188618
14740;106.860395;-6.164372
14741;106.860449;-6.1644
14742;106.86924;-6.188705
14743;106.860495;-6.164425
14744;106.86929;-6.188637
14745;106.860526;-6.164438
14746;106.860491;-6.164358
14747;106.860421;-6.164342
14748;106.860614;-6.164417
14749;106.860579;-6.164308
14750;106.860605;-6.164268
14751;106.869367;-6.188758
14752;106.858938;-6.164981
14753;106.858919;-6.165037
14754;106.8589;-6.165078
14755;106.858982;-6.164981
14756;106.859026;-6.165069
14757;106.859054;-6.165073
14758;106.869485;-6.188802
14759;106.859105;-6.165137
14760;106.869534;-6.188702
14761;106.859151;-6.165153
14762;106.869588;-6.188738
14763;106.859205;-6.165131
14764;106.85925;-6.16514
14765;106.8698;-6.18859
14766;106.8593;-6.165148
14767;106.85938;-6.165116
14768;106.86972;-6.188543
14769;106.869578;-6.188574
14770;106.859431;-6.165174
14771;106.869626;-6.188486
14772;106.859528;-6.165209
14773;106.869471;-6.188673
14774;106.859516;-6.165257
14775;106.869496;-6.188622
14776;106.85942;-6.165224
14777;106.869522;-6.188562
14778;106.86955;-6.188473
14779;106.859339;-6.165206
14780;106.869406;-6.188651
14781;106.859199;-6.165168
14782;106.859179;-6.165261
14783;106.86935;-6.18859
14784;106.869232;-6.188567
14785;106.85929;-6.1654
14786;106.869182;-6.188567
14787;106.85946;-6.16544
14788;106.868982;-6.18851
14789;106.859125;-6.165241
14790;106.869051;-6.188474
14791;106.859082;-6.165284
14792;106.869129;-6.188434
14793;106.858994;-6.165258
14794;106.869227;-6.188517
14795;106.858901;-6.165313
14796;106.869257;-6.188527
14797;106.858856;-6.165297
14798;106.869355;-6.188553
14799;106.85882;-6.16522
14800;106.858153;-6.164162
14801;106.869401;-6.188533
14802;106.858182;-6.164344
14803;106.869441;-6.188549
14804;106.858238;-6.164222
14805;106.869471;-6.188558
14806;106.858254;-6.16438
14807;106.858232;-6.164425
14808;106.858208;-6.164477
14809;106.858448;-6.164345
14810;106.858408;-6.164456
14811;106.858338;-6.164297
14812;106.858251;-6.164575
14813;106.858229;-6.164678
14814;106.86915;-6.188362
14815;106.858199;-6.16477
14816;106.869077;-6.18834
14817;106.86909;-6.188286
14818;106.858068;-6.164473
14819;106.858015;-6.164448
14820;106.869199;-6.188221
14821;106.857987;-6.164509
14822;106.869196;-6.188383
14823;106.858087;-6.164644
14824;106.858026;-6.164611
14825;106.869231;-6.188394
14826;106.869261;-6.188398
14827;106.857948;-6.164569
14828;106.869239;-6.18835
14829;106.869272;-6.188359
14830;106.858456;-6.164476
14831;106.86928;-6.188493
14832;106.858502;-6.164364
14833;106.858526;-6.164501
14834;106.858522;-6.164548
14835;106.8585;-6.1646
14836;106.869365;-6.188521
14837;106.869385;-6.188454
14838;106.858484;-6.164628
14839;106.869312;-6.188434
14840;106.858433;-6.164714
14841;106.869312;-6.188363
14842;106.869346;-6.188366
14843;106.858487;-6.164732
14844;106.858577;-6.16452
14845;106.869405;-6.188403
14846;106.858626;-6.164541
14847;106.858617;-6.164585
14848;106.869429;-6.188471
14849;106.858542;-6.164729
14850;106.858599;-6.164687
14851;106.869488;-6.188443
14852;106.869448;-6.188427
14853;106.858668;-6.164514
14854;106.869479;-6.188382
14855;106.858718;-6.164388
14856;106.86951;-6.188329
14857;106.858701;-6.164572
14858;106.858757;-6.164582
14859;106.858805;-6.164594
14860;106.869526;-6.188191
14861;106.858824;-6.164678
14862;106.86954;-6.188153
14863;106.858736;-6.164685
14864;106.85872;-6.164769
14865;106.869585;-6.188197
14866;106.858771;-6.164772
14867;106.869558;-6.188243
14868;106.858816;-6.164778
14869;106.869665;-6.188201
14870;106.869683;-6.188159
14871;106.858869;-6.16479
14872;106.86961;-6.18829
14873;106.858921;-6.164708
14874;106.869684;-6.18829
14875;106.858978;-6.164776
14876;106.869715;-6.188206
14877;106.858993;-6.164744
14878;106.86964;-6.188341
14879;106.858883;-6.164698
14880;106.869691;-6.188407
14881;106.858838;-6.164622
14882;106.869736;-6.188446
14883;106.858814;-6.164556
14884;106.86977;-6.188458
14885;106.86984;-6.18851
14886;106.858824;-6.164508
14887;106.858844;-6.164422
14888;106.869861;-6.188425
14889;106.858923;-6.164482
14890;106.869802;-6.188361
14891;106.858987;-6.164556
14892;106.869884;-6.188386
14893;106.859026;-6.164569
14894;106.869861;-6.188295
14895;106.858973;-6.164496
14896;106.869798;-6.188282
14897;106.858926;-6.164449
14898;106.869767;-6.188214
14899;106.858939;-6.164413
14900;106.869815;-6.188218
14901;106.859031;-6.164325
14902;106.869829;-6.188155
14903;106.858592;-6.164292
14904;106.869932;-6.188345
14905;106.85864;-6.164309
14906;106.869884;-6.188169
14907;106.858694;-6.16432
14908;106.858681;-6.164373
14909;106.870022;-6.188265
14910;106.858767;-6.164325
14911;106.870053;-6.188257
14912;106.858779;-6.164237
14913;106.858837;-6.164258
14914;106.870117;-6.188257
14915;106.858868;-6.164315
14916;106.870108;-6.188197
14917;106.858855;-6.164374
14918;106.869961;-6.188116
14919;106.858856;-6.164369
14920;106.869913;-6.188106
14921;106.869978;-6.187894
14922;106.858545;-6.164168
14923;106.87;-6.187611
14924;106.869939;-6.187574
14925;106.858504;-6.164149
14926;106.869992;-6.187566
14927;106.858447;-6.164116
14928;106.869924;-6.187466
14929;106.858386;-6.164092
14930;106.869994;-6.187478
14931;106.858335;-6.16414
14932;106.870008;-6.187439
14933;106.869996;-6.18739
14934;106.869988;-6.187339
14935;106.858284;-6.164118
14936;106.86998;-6.187295
14937;106.85831;-6.164069
14938;106.858317;-6.163957
14939;106.869877;-6.187432
14940;106.859127;-6.164336
14941;106.859127;-6.164488
14942;106.869851;-6.187478
14943;106.859171;-6.164498
14944;106.869752;-6.187437
14945;106.859206;-6.16451
14946;106.859254;-6.164534
14947;106.859305;-6.164549
14948;106.869747;-6.187122
14949;106.85936;-6.164562
14950;106.86983;-6.187089
14951;106.85945;-6.164541
14952;106.86987;-6.187102
14953;106.859587;-6.164593
14954;106.859611;-6.164521
14955;106.869904;-6.187114
14956;106.859723;-6.164644
14957;106.869763;-6.187067
14958;106.869826;-6.187054
14959;106.859707;-6.164696
14960;106.869776;-6.187041
14961;106.859655;-6.16467
14962;106.869786;-6.18701
14963;106.859591;-6.164644
14964;106.869806;-6.186931
14965;106.859462;-6.164793
14966;106.859534;-6.16484
14967;106.859391;-6.164812
14968;106.868386;-6.188497
14969;106.868439;-6.18847
14970;106.859318;-6.164802
14971;106.868438;-6.188505
14972;106.85927;-6.164792
14973;106.868508;-6.188511
14974;106.868547;-6.188521
14975;106.868588;-6.188482
14976;106.859343;-6.164776
14977;106.868567;-6.188386
14978;106.868513;-6.188401
14979;106.859084;-6.164509
14980;106.859132;-6.164632
14981;106.859052;-6.164604
14982;106.868587;-6.188522
14983;106.859034;-6.164664
14984;106.868661;-6.188533
14985;106.86871;-6.188534
14986;106.868745;-6.188542
14987;106.859176;-6.16475
14988;106.859235;-6.164747
14989;106.868809;-6.188571
14990;106.859034;-6.164709
14991;106.868909;-6.188581
14992;106.859031;-6.164802
14993;106.868926;-6.188533
14994;106.868949;-6.188485
14995;106.858954;-6.164824
14996;106.868956;-6.18845
14997;106.868831;-6.188403
14998;106.86876;-6.188455
14999;106.868446;-6.18843
15000;106.859208;-6.163701
15001;106.868443;-6.188347
15002;106.859196;-6.163816
15003;106.868388;-6.18833
15004;106.859158;-6.163793
15005;106.868458;-6.188278
15006;106.859196;-6.163898
15007;106.859273;-6.163886
15008;106.868512;-6.188287
15009;106.859242;-6.163924
15010;106.859214;-6.16397
15011;106.868628;-6.188317
15012;106.859356;-6.163928
15013;106.868728;-6.188443
15014;106.859374;-6.163888
15015;106.86872;-6.188397
15016;106.859418;-6.163914
15017;106.859466;-6.163944
15018;106.868851;-6.188342
15019;106.859435;-6.16398
